Title,Abstract,URLs,Protocols
Baltic Sea DIVA 4D analysis of Water_body_silicate,"Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.

Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).

Diva settings: Snr=1.0, CL=0.7.","http://dx.doi.org/10.6092/47BE2153-72EF-444B-9FB9-4D21BFCA0AB9; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Winter%20(December-February)%20-%2010-years%20running%20averages/Water_body_silicate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Spring%20(March-May)%20-%2010-years%20running%20averages/Water_body_silicate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Summer%20(June-August)%20-%2010-years%20running%20averages/Water_body_silicate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Autumn%20(September-November)%20-%2010-years%20running%20averages/Water_body_silicate.4Danl.nc.html",DOI
Baltic Sea DIVA 4D analysis of Water_body_total_nitrogen,"Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.

Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).

Diva settings: Snr=1.0, CL=0.7.","http://dx.doi.org/10.6092/6892A8FE-E55B-4B0E-8C4A-BBFFBC8E8C23; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Winter%20(December-February)%20-%2010-years%20running%20averages/Water_body_total_nitrogen.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Spring%20(March-May)%20-%2010-years%20running%20averages/Water_body_total_nitrogen.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Summer%20(June-August)%20-%2010-years%20running%20averages/Water_body_total_nitrogen.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Autumn%20(September-November)%20-%2010-years%20running%20averages/Water_body_total_nitrogen.4Danl.nc.html",DOI
Baltic Sea DIVA 4D analysis of Water_body_total_phosphorus,"Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.

Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).

Diva settings: Snr=1.0, CL=0.7.","http://dx.doi.org/10.6092/B6B7CF62-C4AB-434C-8420-27C0F12AFA5E; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Winter%20(December-February)%20-%2010-years%20running%20averages/Water_body_total_phosphorus.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Spring%20(March-May)%20-%2010-years%20running%20averages/Water_body_total_phosphorus.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Summer%20(June-August)%20-%2010-years%20running%20averages/Water_body_total_phosphorus.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Autumn%20(September-November)%20-%2010-years%20running%20averages/Water_body_total_phosphorus.4Danl.nc.html",DOI
Baltic Sea benthic meiofauna and macrofauna mid 1990s,"Biomass and abundance of western Baltic Sea benthic meio and macrofauna (all fauna >6 um sieve). Individual measures of body size, from Bornholm to Lulea. Only from Swedish and Danish waters.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000002501; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/2501; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000014_1280733087; 
https://obis.org/dataset/c3286697-c89b-4f5c-b7c4-d076529bee34",
Baltic porpoise acoustic surveys 01-02,Boat-based acoustic surveys for harbor porpoises in the Baltic Sea during the summers of 2001 and 2002.,"https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000002828; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/2828; 
http://ipt.env.duke.edu/resource?r=zd_343; 
https://obis.org/dataset/dc5e998b-8b88-495b-9901-6de1c6831d86; 
seamap.env.duke.edu/datasets/detail/343",
Baltic porpoise sightings 01-02,"Dataset information available at
<a href=http://seamap.env.duke.edu/datasets/detail/344 target=_blank>http://seamap.env.duke.edu/datasets/detail/344</a>","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000001970; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/1970; 
https://obis.org/dataset/fabd272c-df1a-4ffb-9ecc-9af1a17bc27a; 
seamap.env.duke.edu/dataset/344",
Baltic sea UVP5 image data set (July 2017),"The Underwater Vision Profiler (UVP) was used int he Baltic sea during the Aranda cruise in July 2017 in the frame of JERICONEXT to quantify the vertical distribution of macroscopic particles >100µm and plankton > 700 μm in size (incuding large cynaobacterial filaments). The smaller size limit is fixed by optical resolution, whereas the larger size limit is determined by the volume of water illuminated per image.  Images are recorded at a frequency up to 20 Hz and the recorded volume per image is 1.02 L.",https://ecotaxa.obs-vlfr.fr/,
Baltic seabirds transect surveys,"Metadata information available at
<a href=http://seamap.env.duke.edu/prod/services/datasets/show_xml_metadata.php?datasetid=358 target=_blank>seamap.env.duke.edu/prod/services/datasets/show_xml_metadata.php?datasetid=358</a>","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000001971; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/1971; 
https://obis.org/dataset/78987543-213d-464c-9bb0-a1729a91a505; 
seamap.env.duke.edu/dataset/358",
"Benthic habitat map of the Rowy site, Southern Baltic","Benthic habitat map for six classes of habitats. The map was generated based on multibeam echosounder datasets acquired with two frequencies: 150 kHz and 400 kHz. Suprevised classification was performed using object-based image analysis and combined k nearest neighbour and random forest results. It allowed reaching 93% of overall accuracy and 0.90 Kappa Index of Agreement. This research was funded by EU BONUS-185 ECOMAP project (Baltic Sea environmental assessments by opto-acoustic remote sensing, mapping, and monitoring) and co-financed by the National Centre for Research and Development no. BONUS-BB/ECOMAP/07/2017.","https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_view_maplibrary/wms?; 
https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs?; 
https://files.emodnet-seabedhabitats.eu/data/EMODnetSBHsurvey_PL000001.zip","WWW:LINK-1.0-http--link; 
WWW:DOWNLOAD-1.0-http--download; 
OGC:WMS-1.1.1-http-get-map; 
OGC:WMS; 
OGC:WFS; 
WWW:LINK-1.0-http--link"
"Bio-optical measurements in Utö Baltic Sea, spring 2017-spring 2018","Dataset contains bio-optical measurements carried out at Utö Atmospheric and Marine research station, from spring 2017 to spring 2018. Dataset includes continuous measurements of temperature, salinity, O2, fluorescence for Chlorophyll, phycocyanin, phycoerythrin and CDOM, spectral fluorescence and FRRF fluorometry from a flow-through system (sampling depth -5 m). Data set also includes 3-4 1-week  campaigns to measure exctracted Chlorophyll, spectral absorption and fluorescence, primary production and nutrients.",http://swell.fmi.fi/Uto/about.html,
"Bylgides sarsi, Pontoporeia femorata abundance model in Baltic Sea","Data represents the abundance of benthic community with Bylgides sarsi, Pontoporeia femoratain the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServer. For EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.","https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSM2016&Y=39&X=-8.525390623910205&zoom=5&center=10.400,58.700&layerIds=976&baseLayerId=-3&activeFilters=",WWW:LINK-1.0-http--link
CTD data from Baltic Sea is obtained by the moored Aqualog profiler,The data is obtained by the autonomous moored profiler Aqualog (http://www.aqualog.pro) in the Baltic Sea from 15-11-2017 to 07-02-2018 year. 1003 profiles. CTD sensor was Idronaut 316.,"https://cloud.emodnet-ingestion.eu/index.php/s/E65UEy9W1KhRFog; 
https://cdi.seadatanet.org/search/welcome.php?query=2116&query_code={8AD57F7A-C257-4A5A-8DBA-35B34C0F435C}; 
https://cdi.seadatanet.org/search/welcome.php?query=2116&query_code={8AD57F7A-C257-4A5A-8DBA-35B34C0F435C}","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
Chemistry data from Baltic Sea(Cruise 11587),"This dataset is included the following chemistry parameters of seawater: temperature, salinity, oxygen, phosphate, nitrate, nitrite, alkalinity, pH.","https://cloud.emodnet-ingestion.eu/index.php/s/LWsdynLVnTCf1me; 
https://cdi.seadatanet.org/search/welcome.php?query=358&query_code={C2324DD0-66E0-434A-9538-993717F9D860}; 
https://emodnet-chemistry.maris.nl/search","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
Chemistry data from Baltic Sea(Cruise 16751),"This dataset is included the following chemistry parameters of seawater: temperature, salinity, oxygen, phosphate, nitrite, pH.","https://cloud.emodnet-ingestion.eu/index.php/s/gYrz1EhBT2WL0S8; 
https://cdi.seadatanet.org/search/welcome.php?query=1515&query_code={1D68B378-70B2-41EA-817C-3E074F10626D}; 
https://cdi-chemistry.seadatanet.org/search/welcome.php?query=1517&query_code={E35396A6-3605-4707-B67A-FC5867B12172}","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
"Continous seabed distributed velocities, direction, and pressure, Bay of Riga, Baltic sea","The dataset includes continuous velocity, direction, and depth measurements in 9 fixed locations (3x3 grid) in the Gulf of Riga, Baltic Sea. It is a space-time-aligned dataset of continuous velocity, direction, and depth measurements near Skulte, the Gulf of Riga, Baltic Sea (Eelsalu et al. 2025, Proceedings of the Estonian Academy of Sciences). All sensors measured 0.4m from the bottom of the sea.

The measurements are done using a Hall effect sensor-based velocity profiler called Hydromast (Egerer et al. 2024, IEEE sensors). The minimum velocity provided in this dataset is 0.12m/s, validated with ADV. If the velocity is under this threshold, the velocity and direction read NaN. The depth and temperature measurements are valid at all times.",https://cloud.emodnet-ingestion.eu/index.php/s/u3Lczvc90osk7ZY,"WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link"
Cooperative Monitoring in the Baltic marine environment,"Monitoring is since long a well established function of the Helsinki Convention. Monitoring of physical, chemical and biological variables of the open sea started in 1979, monitoring of radioactive substances in the Baltic Sea started in 1984.",www.helcom.fi/groups/monas/CombineManual/PartA/en_GB/main/,
Data product numerical abundance of benthic macroinvertebrates in North Sea and Baltic Sea,"The data product on benthic living modes (Beauchard, 2018), was based on an extensive compilation of data on benthic abundance and biomass.  However, this dataset was only present as a data file, without the underlying scripts to reproduce the result. With the present data product, we correct this procedural gap. This dataset differs in details from the file underlying the data product on living modes. Datasets were selected that were sufficiently similar in methods for  sampling (either boxcore or grab), sampled surface (in the order of 0.1  square meter, although the exact value is variable - it can be found  back in the data files) and sieves (1 mm and 0.5 mm sieves were  included). For all datasets, abundance was either used directly from the given abundance in the dataset, or calculated from the given counts and area sampled.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000006648; 
https://emodnet.ec.europa.eu/geoviewer/?layers=6d617269-6e65-696e-666f-000000006648:1:1&basemap=ebwbl&active=12640&bounds=-3798632.151289284,5498303.202023905,4683539.4283363875,9467694.433426857&filters=&projection=EPSG:3857; 
https://erddap.emodnet.eu/erddap/files/biology_6648_Benthos_NorthSea-BalticSea_7eb9_d3ea_6c8d/00_2021_6648_abundance_benthos_erddap.nc; 
https://github.com/EMODnet/EMODnet-Biology-Benthos_numeric_abundance; 
https://mda.vliz.be/directlink.php?fid=VLIZ_00000727_60196601e2e81; 
https://ows.emodnet.eu/geoserver/biology/wms?service=WMS&version=1.1.0&request=GetCapabilities&layers=biology%3Aabundance_benthos_North_Baltic_Seas",
"Diastylis, Corbula gibba, Dipolydora quadrilobata, Arctica islandica, Aricidea suecica, Abra alba abundance model in Baltic Sea","Data represents the abundance of benthic community with Diastylis, Corbula gibba, Dipolydora quadrilobata, Arctica islandica, Aricidea suecica, Abra albain the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServer. For EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.","https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSM2016&Y=39&X=-8.525390623910205&zoom=5&center=10.400,58.700&layerIds=975&baseLayerId=-3&activeFilters=",WWW:LINK-1.0-http--link
EUSeaMap2 (2015) Interim draft Baltic Sea Broad-Scale Predictive Habitat Map,"Interim draft habitat output of the EUSeaMap2 (2015) Baltic Sea broad-scale predictive model, produced by EMODnet Seabed Habitats.
The map was produced using a ""top-down"" modelling approach using the following input datasets:
1. Seabed Substrate (EMODnet Geology)
2. Bathymetry (EMODnet Bathymetry)
3. Light at the Seabed
4. Wave Base (modeled)
5. Biogeographic zone (modelled)
6. Wave energy (modelled)
7. Current energy (modelled)

The model, produced in Arc Model Builder (10.1), uses datasets 2 to 5 to determine biological zone, which in combination with seabed substrate and energy data can be used to predict the physical habitat at any one location.

In addition, data on salinity at seabed was included in the model, but was not used to determine the final EUNIS habitat class.

The study followed the methodology developped within the EUSeaMap 1 project. For more details about this methodology see documents such as the EUSeaMap 1 final report (Cameron and Askew, 2011), Coltman et al., 2008, or Vasquez et al., 2015
The model was created using raster input layers with a cell size of 0.002dd (roughly 250 meters). The model includes the sublittoral zone only; due to the high variability of the littoral zone, a lack of detailed substrate data and the resolution of the model, it is difficult to predict littoral habitats at this scale.
The map follows the EUNIS 2007-11 classification system, supplemented by additional categories in deep sea areas and in areas lacking full data.

References:
Cameron, A., Askew, N. (eds.), 2011. EUSeaMap - Preparatory Action for development and assessment of a European broad-scale seabed habitat map final report. URL: http://jncc.gov.uk/euseamap

Coltman, N., Golding, N., Verling, E., 2008. Developing a broadscale predictive EUNIS habitat map for the MESH study area. 16 pp. URL: https://www.emodnet-seabedhabitats.eu/resources/mesh-archive/

Vasquez, M., Mata Chac├│n, D., Tempera, F., OÔÇÖKeeffe, E., Galparsoro, I., Sanz Alonso, J.L., Gon├ºalves, J.M.S., Bentes, L., Amorim, P., Henriques, V., McGrath, F., Monteiro, P., Mendes, B., Freitas, R., Martins, R., Populus, J., 2015. Broad-scale mapping of seafloor habitats in the north-east Atlantic using existing environmental data. Journal of Sea Research, MeshAtlantic: Mapping Atlantic Area Seabed Habitats for Better Marine Management 100, 120ÔÇô132. doi:10.1016/j.seares.2014.09.011",http://www.emodnet-seabedhabitats.eu/default.aspx?page=1974&LAYERS=HabitatsAtlantic2015&zoom=3&Y=52&X=-10,
"EUSeaMap2 (2016) Broad-Scale Predictive Habitat Map - Energy class (Arctic, Atlantic, Baltic)","Energy class layer produced by EMODnet Seabed Habitats as an input layer for the 2016 EUSeaMap broad-scale habitat model. The extent of the mapped area includes the Baltic Sea, and areas of the North Eastern Atlantic and Arctic extending from the Canary Islands in the south to Norway in the North. The map of energy classes was produced using underlying wave and current data and thresholds derived from statistical analyses or expert judgement on known conditions. 

Detailed information on the modelling process is found in the EMODnet Seabed Habitats technical report and its appendices (Populus et al, 2017, link in Resources).","http://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSMENER&zoom=3&Y=60.04&X=-13.85; 
http://www.emodnet-seabedhabitats.eu/access-data/download-data/?linkid=eusm2019_ene_group; 
http://archimer.ifremer.fr/doc/00388/49975/; 
http://52.49.27.224/geoserver/wms?","WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link; 
OGC:WMS-1.1.1-http-get-map"
"Echinocyamus pusillus, Harmothoe, Bittium reticulatum, Oligochaeta, Alitta virens, Turritella communis, Asterias rubens abundance model in Baltic Sea","Data represents the abundance of benthic community with Echinocyamus pusillus, Harmothoe, Bittium reticulatum, Oligochaeta, Alitta virens, Turritella communis, Asterias rubens in the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServer. For EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.","https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSM2016&Y=39&X=-8.525390623910205&zoom=5&center=10.400,58.700&layerIds=982&baseLayerId=-3&activeFilters=",WWW:LINK-1.0-http--link
"Finnish Baltic Sea benthic monitoring, POHJE database","The POHJE database includes data on benthic macrofauna, covering the Finnish coastal areas as well as the offshore areas of the Baltic Sea. The quantitative data mainly stem  from the Finnish national monitoring program and statutory monitoring programs, but also data from surveys and research projects are included. In total the database contain aproximately 100 000 quantitative records including developmental stages, with a time span from 1965 to present. The database is regularly maintained and data is added continuously.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000005725; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/5725; 
https://ipt.vliz.be/eurobis/resource?r=pohjedatabase; 
https://obis.org/dataset/43d19bf8-4d49-413b-bedb-4fa4547714fa",
Finnish Baltic Sea zooplankton monitoring,"The dataset include Finnish zooplankton monitoring data from the Baltic Sea. The Finnish zooplankton monitoring program started in 1979 and is still ongoing. The sampling has normally taken place in late summer (August), but since 2014 sampling is also carried out in early summer (May-June).The zooplankton monitoring was performed by Finnish Institute of Marine Research until 2008, thereafter the Finnish Environment Institute is responsible for the monitoring program. Samples are taken using a WP-2 net (normally 2550 cm2 opening and 100 um mesh size). The monitoring follows the HELCOM COMBINE guidelines, but subsampling is done using Folsom splitter.  The dataset is also accessible through the NOAA COPEPOD database.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000005726; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/5726; 
https://ipt.vliz.be/eurobis/resource?r=syke-zplank; 
https://obis.org/dataset/531637ff-203d-447a-8595-519080144a1d; 
https://obis.org/dataset/7f29807d-c940-4136-9ccd-3baa1e7e9bab; 
https://www.st.nmfs.noaa.gov/copepod/data/fi-05101/",
Gridded abundance map of the invasive Polychaete <i>Marenzelleria</i> in the Baltic Sea,"Gridded abundance map of Polychaete worm <i>Marenzelleria</i>. This animated gridded abundance map shows how the species invaded the Baltic Sea from Danish waters in the 1990s and became abundant throughout the whole region. This animation shows that probably multiple invasions occurred at the same time. The species is part of the Descriptor 2, Non Indigenous Species of the MSFD and is being monitored under HELCOM. The product was developed with DIVA (Data-Interpolating Variational Analysis) and shows the log-transformed abundance. Data was provided by Sweden (SMH - Swedish Agency for Marine and Water Management; Swedish Meteorological and Hydrological Institute (SMHI); (2015): SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971)), Finland (SYKE) and Denmark (Aarhus University - Josefson, A.; Rytter, D.; Department of Bioscience - AU, Denmark; (2015): Danish benthic marine monitoring data from ODAM).","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000005453; 
https://mda.vliz.be/directlink.php?fid=VLIZ_00000727_5f2bd605a3269144372019",
"HMAP Dataset 07: Danish Baltic Catch Data, 1611-1920","This dataset contains data on Baltic fish catches between 1611 and 1920, derived from Danish archives.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000003144; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/3144; 
https://hydra.hull.ac.uk/assets/hull:2159/content03; 
https://hydra.hull.ac.uk/resources/hull:2159; 
https://obis.org/dataset/6b45e770-4625-43dd-abc6-c4844a417b55",
"HMAP Dataset 08: Swedish Baltic Catch Data, 1752-1990","This dataset contains data on Baltic fish catches between 1752 and 1990, derived from Swedish archives.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000003145; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/3145; 
https://hydra.hull.ac.uk/assets/hull:2160/content03; 
https://hydra.hull.ac.uk/resources/hull:2160; 
https://obis.org/dataset/60fa0b32-b088-42db-835c-b9c797a60945",
Habitats and Biotopes in the German Baltic Sea,"The dataset provides full-coverage maps of the habitats and biotopes in the German Baltic Sea at a resolution of 1 x 1 km for the entire region and at 50 x 50 m resolution in specific areas. We combined geological and biological surveys to map the seabed and collected extensive data to classify different habitats and their associated benthic communities. Using newly established national guidelines and predictive habitat modelling, we produced highly accurate maps. For upload to EMODnet four separate maps were made:
- Broad Habitat Types according to the Marine Strategy Framework Directive (MSFD).
- Annex I Habitat types
- Habitat types classified according to the Baltic Sea-wide HELCOM underwater biotope and habitat classification (HUB)
-  other habitat types, OHTs for German marine waters include biotope types according to S30 of the German Federal Nature Conservation Act (BNatSchG), according to the European Habitats Directive (92/43/EEC), as well as the Baltic Sea-wide HELCOM Red List types","https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_view_maplibrary/wms; 
https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs; 
https://files.emodnet-seabedhabitats.eu/data/EMODnetSBHsurvey_DE005001.zip","OGC:WMS; 
OGC:WFS; 
WWW:DOWNLOAD-1.0-http--download"
Habitats and Biotopes in the German Baltic Sea,"The dataset provides full-coverage maps of the habitats and biotopes in the German Baltic Sea at a resolution of 1 x 1 km for the entire region and at 50 x 50 m resolution in specific areas. We combined geological and biological surveys to map the seabed and collected extensive data to classify different habitats and their associated benthic communities. Using newly established national guidelines and predictive habitat modelling, we produced highly accurate maps. The maps show Broad and Other Habitat Types (including Habitats Directive Annex I habitat types) according to the Marine Strategy Framework Directive (MSFD) as well as HELCOM HUB biotope types. Detailed documentation is available at: https://doi.org/10.3390/biology13010006","https://cloud.emodnet-ingestion.eu/index.php/s/tHSkOgm0WEaE33t; 
https://gis.ices.dk/geonetwork/srv/eng/catalog.search#/metadata/78db960d-b932-4454-8bc1-5cb46bb2a85a; 
https://files.emodnet-seabedhabitats.eu/data/EMODnetSBHsurvey_DE005001.zip; 
https://emodnet.ec.europa.eu/geoviewer/?layers=12618:1:1,12616:1:1&basemap=ebwbl&active=12616&bounds=1021203.921898995,7068806.52300981,1632816.9250455047,7342439.632230044&filters=&projection=EPSG:3857","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
Historical benthic data from the southern Baltic Sea (1839-2001),"Biodiversity of macrozoobenthos of German Baltic waters between Fehmarn and Usedem, literature data from 1839 to 2001","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000000480; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/480; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000014_1219144942; 
https://obis.org/dataset/f0e5ebdf-0685-49b3-bca7-74e0835ec0dc",
Historical data on invertebrates from the Baltic Sea and Gdansk Bay,Historical benthic dredge samples from the southern baltic and the Gulf of Gdansk,"https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000001832; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/1832; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000105_1361792435; 
https://obis.org/dataset/5fbbc3e4-e951-4aa2-a16c-ac9258933d6c",
Historical quantitative benthos grab samples from the Southern Baltic Sea,Historical quantitative benthos grab samples from the Southern Baltic Sea. They dataset was digitised at the Christian-Albrechts-University Kiel; Leibniz Institute of Marine Sciences; Marine Ecology Division; Fishery Biology section.,mda.vliz.be/mda/directlink.php?fid=VLIZ_00000105_1376047955,
Historical quantitative benthos grab samples from the Southern Baltic Sea - German data,"Historical quantitative benthos grab samples from the Southern Baltic Sea, collected by German researchers. The dataset was digitised at the Christian-Albrechts-University Kiel; Leibniz Institute of Marine Sciences; Marine Ecology Division; Benthos Ecology section.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000001838; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/1838; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000105_1376047955; 
https://obis.org/dataset/cad31b12-0f59-4abf-9109-cb09ea40c297",
Historical quantitative benthos grab samples from the Southern Baltic Sea - Polish data,"Historical quantitative benthos grab samples from the Southern Baltic Sea, collected by Polish researchers. The dataset was digitised at the Christian-Albrechts-University Kiel; Leibniz Institute of Marine Sciences; Marine Ecology Division; Benthos Ecology section.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000001837; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/1837; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000105_1376047955; 
https://obis.org/dataset/511a64f5-54c0-4ccf-8c80-b7adbd5adff5",
"Hydrobiidae, Pygospio elegans, Cerastoderma glaucum abundance model in Baltic Sea","Data represents the abundance of benthic community with Hydrobiidae, Pygospio elegans, Cerastoderma glaucumin the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServerFor EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.","https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSM2016&Y=39&X=-8.525390623910205&activeFilters=&zoom=5&center=10.400,58.700&layerIds=974&baseLayerId=-3&activeFilters=",WWW:LINK-1.0-http--link
